ID,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Complain,Satisfaction Score,Card Type,Point Earned,Exited
7156,Moore,577.0,France,Male,42.0,9,0.0,1,Yes,No,74077.91,No,3,SILVER,897,0
7157,Lucchese,512.0,France,Female,,6,121685.31,2,Yes,Yes,83681.97,No,4,GOLD,973,0
7158,Rishel,561.0,France,Female,22.0,6,186788.96,2,Yes,,73286.8,No,5,SILVER,964,0
7159,Crawford,,France,Female,45.0,5,47884.92,1,Yes,Yes,54340.24,No,5,DIAMOND,723,0
7160,Campbell,520.0,France,Male,58.0,3,0.0,2,No,Yes,32790.02,No,5,DIAMOND,253,0
7161,Bischof,627.0,Spain,Female,25.0,4,0.0,1,Yes,Yes,194313.93,No,5,SILVER,992,0
7162,White,518.0,Germany,Female,35.0,8,141665.63,1,No,Yes,192776.64,No,3,GOLD,701,0
7163,Ferreira,564.0,Germany,Female,62.0,5,114931.35,3,No,Yes,18260.98,Yes,3,GOLD,771,1
7164,Bazhenov,707.0,France,Female,31.0,2,82787.93,2,No,No,91423.69,No,5,PLATINUM,585,0
7165,Kent,,Germany,Male,35.0,4,88109.81,1,Yes,Yes,32825.5,No,5,SILVER,279,0
7166,Vance,610.0,Spain,Male,42.0,6,0.0,2,Yes,No,158302.59,Yes,5,DIAMOND,237,1
7167,Iweobiegbunam,574.0,Spain,Male,,7,115532.52,1,Yes,,196257.67,No,3,GOLD,625,0
7168,Wallace,519.0,France,Male,36.0,9,0.0,2,No,Yes,145562.4,No,2,PLATINUM,833,0
7169,Sawtell,655.0,Germany,Female,36.0,10,122314.39,1,Yes,No,9181.66,No,4,PLATINUM,517,0
7170,Johnston,612.0,Spain,,52.0,5,144772.69,1,No,No,98302.57,Yes,4,PLATINUM,818,1
7171,Iadanza,844.0,France,Male,40.0,7,113348.14,1,Yes,No,31904.31,Yes,4,SILVER,326,1
7172,Defalco,808.0,France,Male,41.0,0,0.0,1,Yes,Yes,79888.78,No,3,GOLD,398,0
7173,Riley,738.0,France,Female,39.0,1,94435.45,2,No,Yes,189430.86,No,5,SILVER,474,0
7174,Trevisani,768.0,France,Male,25.0,0,78396.08,1,Yes,Yes,8316.19,No,5,DIAMOND,495,0
7175,Heard,677.0,Germany,Male,28.0,0,143988.0,2,Yes,No,8755.69,Yes,4,PLATINUM,658,1
7176,Lawless,712.0,Germany,Female,49.0,5,154776.42,2,No,,196257.68,No,3,PLATINUM,822,0
7177,P'eng,685.0,France,Male,40.0,2,168001.34,2,Yes,Yes,167400.29,No,2,GOLD,272,0
7178,Cameron,,Germany,Male,41.0,7,190409.34,2,Yes,Yes,138361.48,No,3,PLATINUM,915,0
7179,Long,619.0,France,Female,33.0,2,167733.51,2,Yes,Yes,65222.48,No,1,SILVER,319,0
7180,Vincent,575.0,Spain,Female,37.0,0,0.0,2,No,No,30114.32,No,2,GOLD,930,0
7181,Genovese,653.0,France,Male,33.0,1,0.0,2,No,No,53379.52,No,4,PLATINUM,572,0
7182,Grant,553.0,France,Male,31.0,6,0.0,2,No,No,124596.63,No,2,SILVER,741,0
7183,Shoebridge,591.0,France,Male,42.0,9,161651.37,2,Yes,Yes,131753.97,No,2,SILVER,646,0
7184,Zhirov,642.0,Spain,Male,34.0,8,0.0,1,Yes,No,72085.1,No,3,GOLD,323,0
7185,Brooks,727.0,France,Male,61.0,0,128213.96,2,Yes,Yes,188729.08,Yes,1,SILVER,708,1
7186,Green,623.0,Spain,,46.0,4,0.0,1,Yes,No,5549.11,Yes,3,DIAMOND,598,1
7187,Fu,784.0,Spain,Male,23.0,2,0.0,1,Yes,Yes,6847.73,No,5,GOLD,257,0
7188,Hay,593.0,Germany,Male,74.0,5,161434.36,2,Yes,Yes,65532.17,No,5,PLATINUM,264,0
7189,Micco,706.0,Spain,Female,46.0,2,127660.46,2,Yes,No,150156.82,Yes,2,PLATINUM,334,1
7190,Enticknap,470.0,Germany,Male,39.0,5,117469.91,2,No,No,63705.9,No,4,DIAMOND,849,0
7191,Olisaemeka,573.0,Germany,Female,35.0,9,206868.78,2,No,Yes,102986.15,No,3,SILVER,940,0
7192,Marino,543.0,Germany,Male,49.0,6,59532.18,1,Yes,No,,No,3,SILVER,301,0
7193,Chimezie,725.0,France,Female,36.0,1,118851.05,1,Yes,Yes,102747.02,No,3,SILVER,787,0
7194,Rossi,581.0,France,Male,35.0,4,0.0,2,No,Yes,86383.82,No,5,PLATINUM,453,0
7195,Martinez,604.0,France,Male,33.0,3,0.0,1,Yes,No,42171.13,Yes,1,PLATINUM,756,1
7196,Chineze,652.0,France,Female,37.0,4,92208.54,1,No,Yes,197699.8,Yes,3,PLATINUM,822,1
7197,Li,643.0,France,Female,46.0,6,0.0,2,No,No,106781.59,No,4,DIAMOND,597,0
7198,Nnabuife,616.0,Germany,Female,45.0,4,122793.96,1,Yes,Yes,62002.04,No,5,SILVER,224,0
7199,Nicholls,635.0,Spain,Female,32.0,8,0.0,2,Yes,Yes,19367.98,Yes,3,GOLD,491,1
7200,Jessop,607.0,France,Male,44.0,0,0.0,2,Yes,Yes,81140.09,No,4,DIAMOND,430,0
7201,Howe,,Germany,Female,40.0,4,97990.49,2,No,No,106691.02,No,1,PLATINUM,251,0
7202,Hornung,602.0,France,Female,39.0,6,154121.32,2,Yes,No,176614.86,Yes,5,GOLD,815,1
7203,Blake,581.0,Germany,Male,38.0,1,133105.47,1,Yes,No,105732.9,Yes,3,SILVER,438,1
7204,Liu,590.0,France,Male,47.0,3,0.0,2,Yes,No,171774.5,No,1,DIAMOND,398,0
7205,Trentino,598.0,France,Male,60.0,4,0.0,1,Yes,No,197727.14,Yes,3,DIAMOND,361,1
7206,Watterston,763.0,Spain,Male,,8,0.0,2,Yes,Yes,,No,1,DIAMOND,560,0
7207,Bruno,594.0,Germany,Male,18.0,1,132694.73,1,Yes,No,167689.56,No,3,SILVER,323,0
7208,Archambault,712.0,France,,,7,0.0,2,Yes,No,170333.38,No,4,SILVER,754,0
7209,Ogochukwu,654.0,Spain,Female,32.0,2,0.0,1,Yes,Yes,51972.92,Yes,5,DIAMOND,580,1
7210,Shaw,727.0,Spain,,31.0,10,96997.09,2,No,No,,No,2,DIAMOND,550,0
7211,Mazzi,686.0,France,Female,34.0,3,123971.51,2,Yes,No,147794.63,No,5,PLATINUM,410,0
7212,Onyinyechukwuka,583.0,France,Female,29.0,10,0.0,2,Yes,Yes,111285.85,No,4,SILVER,574,0
7213,Osborne,635.0,Germany,Female,28.0,3,81623.67,2,Yes,Yes,,No,1,DIAMOND,659,0
7214,Cocci,804.0,France,Female,50.0,4,0.0,1,Yes,Yes,8546.87,Yes,2,GOLD,482,1
7215,McClemans,592.0,Germany,Male,33.0,2,156570.86,1,Yes,Yes,37140.2,No,1,PLATINUM,376,0
7216,Hooper,,Spain,Female,46.0,9,0.0,1,No,No,14679.81,Yes,3,SILVER,258,1
7217,Miller,509.0,Germany,Female,29.0,0,107712.57,2,Yes,Yes,92898.17,No,2,SILVER,831,0
7218,Duncan,831.0,Germany,Male,32.0,9,80262.66,1,Yes,No,194867.78,No,4,GOLD,590,0
7219,Gordon,658.0,France,Male,44.0,2,168396.34,1,Yes,Yes,14178.73,No,2,SILVER,648,0
7220,Fang,487.0,France,,45.0,2,0.0,2,Yes,No,77475.73,No,1,SILVER,360,0
7221,Higinbotham,591.0,Spain,Male,58.0,5,128468.69,1,No,Yes,137254.55,No,2,GOLD,515,0
7222,McClemans,775.0,France,Male,60.0,7,0.0,2,Yes,Yes,111558.7,No,1,SILVER,830,0
7223,Harvey,731.0,Spain,Male,70.0,3,0.0,2,Yes,Yes,141180.66,No,2,DIAMOND,409,0
7224,Burton,421.0,Spain,Male,34.0,6,90723.36,1,Yes,Yes,12162.76,No,5,GOLD,417,0
7225,Yuan,,France,Female,,10,0.0,2,Yes,No,10553.31,No,2,PLATINUM,596,0
7226,Coffey,625.0,France,Female,44.0,7,0.0,1,Yes,No,,No,3,SILVER,801,0
7227,Mills,543.0,France,Female,36.0,3,0.0,2,No,No,26019.59,No,2,DIAMOND,255,0
7228,Ku,618.0,France,Female,40.0,0,0.0,1,Yes,No,119059.13,No,5,GOLD,837,0
7229,Khan,439.0,France,Male,36.0,2,165536.28,2,Yes,Yes,123956.83,No,3,DIAMOND,877,0
7230,Taylor,497.0,Spain,Male,27.0,7,149400.27,1,No,No,167522.19,No,4,GOLD,423,0
7231,Hamilton,638.0,France,Male,34.0,6,114543.27,1,Yes,Yes,97755.29,No,4,DIAMOND,613,0
7232,Corby,607.0,Spain,Male,40.0,1,112544.45,1,Yes,Yes,,No,3,GOLD,538,0
7233,Yefremova,753.0,France,Female,40.0,0,3768.69,2,Yes,No,177065.24,Yes,3,PLATINUM,620,1
7234,Tao,630.0,Germany,Male,29.0,6,131354.39,1,No,Yes,9324.31,Yes,4,SILVER,846,1
7235,Madukaego,681.0,Germany,Male,,3,118199.97,2,Yes,No,9452.88,Yes,2,PLATINUM,219,1
7236,Golubev,734.0,France,Female,29.0,0,139994.66,1,Yes,No,17744.72,No,2,GOLD,965,0
7237,Mellor,565.0,France,Male,34.0,6,0.0,1,Yes,Yes,63173.64,No,5,GOLD,244,0
7238,Morris,531.0,Spain,Female,45.0,1,126495.57,2,Yes,Yes,164741.5,No,2,GOLD,242,0
7239,Osborne,771.0,France,Female,41.0,10,108309.0,4,Yes,Yes,137510.41,Yes,2,SILVER,759,1
7240,Christie,650.0,France,Female,39.0,4,0.0,2,No,No,186275.7,No,2,DIAMOND,802,0
7241,Munro,743.0,Germany,Female,34.0,1,131736.88,1,Yes,Yes,108543.21,No,5,GOLD,514,0
7242,Robertson,595.0,Germany,Male,,2,87967.42,2,No,Yes,156309.52,No,5,SILVER,357,0
7243,Burns,601.0,Germany,Male,35.0,8,71553.83,1,Yes,No,,No,4,DIAMOND,448,0
7244,Stevenson,656.0,Spain,Male,32.0,5,136963.12,1,Yes,No,133814.28,No,1,GOLD,995,0
7245,Willis,677.0,France,Male,38.0,4,0.0,2,Yes,No,187800.63,No,4,GOLD,664,0
7246,Price,794.0,France,Female,62.0,9,123681.32,3,Yes,No,173586.63,Yes,5,SILVER,247,1
7247,Chao,719.0,France,Male,69.0,3,0.0,2,Yes,Yes,58320.06,No,4,SILVER,489,0
7248,Chung,665.0,Spain,Female,40.0,1,173432.55,1,No,Yes,116766.79,No,5,PLATINUM,870,0
7249,Hsing,720.0,France,Male,33.0,9,0.0,2,Yes,Yes,142956.48,No,4,PLATINUM,296,0
7250,Macarthur,544.0,France,Female,64.0,3,124043.8,1,Yes,Yes,,Yes,1,DIAMOND,642,1
7251,Chinedum,660.0,France,Male,40.0,5,131754.11,2,Yes,Yes,38761.61,No,4,GOLD,560,0
7252,Macleod,644.0,Spain,Male,54.0,6,0.0,1,No,Yes,84622.37,No,5,GOLD,313,0
7253,Jenkins,623.0,France,Female,28.0,4,0.0,2,Yes,No,41227.67,No,3,GOLD,297,0
7254,Jensen,585.0,France,Female,39.0,7,0.0,2,Yes,,2401.26,No,5,PLATINUM,601,0
7255,Sopuluchukwu,677.0,France,,25.0,3,0.0,2,Yes,No,179608.96,No,1,SILVER,935,0
7256,Udokamma,657.0,France,Male,38.0,7,0.0,2,Yes,No,185827.74,No,1,GOLD,870,0
7257,Ardis,655.0,Germany,Male,34.0,7,118028.35,1,Yes,No,51226.32,Yes,2,SILVER,573,1
7258,Palerma,700.0,Spain,Female,40.0,2,0.0,2,Yes,No,199753.97,No,5,SILVER,654,0
7259,McIntosh,757.0,France,Female,51.0,1,0.0,1,Yes,Yes,22835.13,Yes,2,SILVER,740,1
7260,Su,691.0,France,Male,,9,149405.18,1,Yes,Yes,146411.6,No,5,DIAMOND,562,0
7261,Bellucci,750.0,France,Female,38.0,1,0.0,2,Yes,No,47764.99,No,4,GOLD,740,0
7262,Lazarev,760.0,Spain,Male,38.0,3,91241.85,1,No,Yes,80682.35,No,5,GOLD,840,0
7263,Ts'ai,479.0,Germany,Male,24.0,6,107637.97,2,No,Yes,169505.83,No,5,PLATINUM,456,0
7264,Omeokachie,742.0,France,Female,60.0,4,0.0,1,Yes,Yes,13161.66,Yes,1,DIAMOND,358,1
7265,Liang,729.0,Spain,Male,37.0,10,0.0,2,Yes,No,100862.54,No,3,SILVER,829,0
7266,H?,723.0,France,Female,49.0,4,0.0,2,No,Yes,89972.25,No,1,PLATINUM,886,0
7267,Y?,654.0,France,Female,29.0,4,96974.97,1,No,Yes,141404.07,No,2,DIAMOND,342,0
7268,Board,567.0,France,Female,48.0,3,0.0,1,Yes,No,55362.45,No,5,DIAMOND,546,0
7269,Green,662.0,France,,39.0,5,138106.75,1,No,No,19596.73,No,2,PLATINUM,847,0
7270,Macgroarty,594.0,Germany,Female,26.0,6,135067.52,2,No,No,131211.86,No,3,PLATINUM,285,0
7271,Drake,655.0,Germany,Male,52.0,9,144696.75,1,Yes,Yes,49025.79,No,2,DIAMOND,691,0
7272,McLean,600.0,Spain,Male,37.0,8,177657.35,1,Yes,Yes,77142.32,No,2,GOLD,224,0
7273,Hs?,669.0,France,,43.0,1,163159.85,1,No,Yes,15602.8,No,5,PLATINUM,952,0
7274,Chimaijem,589.0,France,Male,36.0,8,114435.47,1,Yes,No,26955.72,No,5,SILVER,688,0
7275,Bronner,545.0,France,Female,55.0,5,0.0,1,No,No,10034.77,Yes,5,DIAMOND,524,1
7276,Wright,657.0,Germany,Female,48.0,5,143595.87,1,No,No,101314.65,Yes,4,PLATINUM,944,1
7277,Tang,783.0,Germany,Female,42.0,2,139707.28,1,Yes,No,2150.22,No,2,GOLD,501,0
7278,Chikere,629.0,France,Male,35.0,1,172170.36,1,Yes,Yes,159777.37,No,2,GOLD,230,0
7279,Iheanacho,567.0,Germany,Female,49.0,5,134956.02,1,Yes,No,93953.84,Yes,1,GOLD,980,1
7280,Ko,537.0,Germany,Female,41.0,3,138306.34,1,Yes,No,106761.47,No,5,DIAMOND,767,0
7281,Macdonald,632.0,France,Male,32.0,6,111589.33,1,Yes,Yes,170382.99,No,4,DIAMOND,782,0
7282,Gow,427.0,France,Male,37.0,5,0.0,2,Yes,Yes,121485.1,No,2,PLATINUM,869,0
7283,K?,655.0,Spain,Female,35.0,1,106405.03,1,Yes,Yes,82900.25,No,3,DIAMOND,580,0
7284,Boyle,667.0,Spain,Male,,3,0.0,2,No,No,163655.01,No,1,SILVER,814,0
7285,Mamelu,527.0,France,Male,32.0,0,0.0,1,Yes,No,109523.88,No,3,SILVER,987,0
7286,Obioma,711.0,Germany,Female,45.0,1,97486.15,2,Yes,No,50610.62,No,4,GOLD,841,0
7287,Hs?eh,638.0,Spain,Male,48.0,2,0.0,2,Yes,Yes,7919.08,No,1,DIAMOND,674,0
7288,Ramos,630.0,Germany,Male,50.0,3,129370.91,4,Yes,Yes,47775.34,Yes,1,GOLD,712,1
7289,Blair,,Germany,Male,34.0,2,40105.51,2,No,Yes,53512.16,No,3,DIAMOND,356,0
7290,Stewart,630.0,France,Male,28.0,9,0.0,2,No,No,32599.35,No,2,SILVER,625,0
7291,Mays,647.0,Germany,Female,33.0,3,168560.46,2,No,No,90270.16,No,2,DIAMOND,226,0
7292,Greece,489.0,Germany,Male,28.0,1,79460.98,2,Yes,Yes,167973.63,No,3,PLATINUM,232,0
7293,Hazon,793.0,Spain,Male,41.0,9,0.0,2,Yes,No,152153.74,No,4,GOLD,987,0
7294,McMillan,786.0,France,Male,32.0,9,0.0,2,Yes,No,133112.41,No,1,SILVER,904,0
7295,Holden,619.0,France,Female,35.0,4,90413.12,1,Yes,Yes,20555.21,No,3,DIAMOND,389,0
7296,Lujan,764.0,France,Female,24.0,0,0.0,2,Yes,No,88724.49,No,3,GOLD,470,0
7297,Okwuadigbo,850.0,France,Female,40.0,5,0.0,2,Yes,No,35034.15,No,4,DIAMOND,632,0
7298,Morant,633.0,Spain,Female,33.0,4,92855.02,1,Yes,Yes,159813.18,No,3,SILVER,804,0
7299,Beit,,France,Female,46.0,4,0.0,2,Yes,No,1907.66,No,1,SILVER,498,0
7300,Linger,611.0,France,Male,30.0,9,0.0,2,Yes,Yes,148887.69,No,4,GOLD,973,0
7301,Fleetwood-Smith,677.0,Spain,Male,18.0,8,134796.87,2,Yes,Yes,114858.9,No,4,GOLD,904,0
7302,Napolitano,725.0,France,Male,38.0,6,0.0,2,Yes,,158697.28,No,2,DIAMOND,306,0
7303,Lorenzo,653.0,Germany,Female,25.0,2,158266.42,3,Yes,Yes,199357.24,No,4,GOLD,630,0
7304,Ch'eng,584.0,France,Female,41.0,3,0.0,2,Yes,Yes,160095.48,No,4,SILVER,796,0
7305,Wright,621.0,Spain,Female,59.0,2,0.0,2,Yes,Yes,171364.18,No,4,PLATINUM,740,0
7306,Komarova,680.0,Germany,Male,44.0,0,129974.79,2,Yes,,33391.38,No,5,PLATINUM,741,0
7307,Wu,633.0,Germany,Male,42.0,3,126041.02,1,No,Yes,11796.89,No,5,GOLD,922,0
7308,Colombo,638.0,Germany,Female,39.0,0,122501.28,2,Yes,Yes,95007.8,No,1,GOLD,492,0
7309,Ma,850.0,Spain,Female,45.0,5,174088.3,4,Yes,No,5669.31,Yes,1,GOLD,240,1
7310,Mauldon,622.0,Spain,Female,46.0,4,107073.27,2,Yes,Yes,30984.59,Yes,3,GOLD,299,1
7311,Wright,723.0,Spain,Male,30.0,1,0.0,3,Yes,No,164647.72,Yes,3,SILVER,421,1
7312,Trentini,553.0,Germany,Male,43.0,6,85200.82,2,Yes,Yes,160574.09,No,5,PLATINUM,550,0
7313,Tao,703.0,France,Female,32.0,6,0.0,2,No,No,33606.52,No,3,PLATINUM,639,0
7314,Jen,574.0,France,Female,,3,134348.57,1,Yes,No,63163.99,No,4,DIAMOND,596,0
7315,Mitchell,633.0,France,,59.0,2,103996.74,1,Yes,Yes,103159.11,No,4,PLATINUM,678,0
7316,Hou,626.0,France,Male,44.0,10,0.0,2,No,No,164287.86,No,4,GOLD,627,0
7317,Chukwuma,446.0,Germany,Male,25.0,3,136202.78,1,Yes,No,176743.51,No,4,GOLD,610,0
7318,Nicholls,712.0,France,Female,42.0,1,87842.98,1,No,No,92223.59,No,4,PLATINUM,927,0
7319,Padovesi,812.0,Spain,Female,,8,0.0,3,Yes,No,66926.83,Yes,2,PLATINUM,812,1
7320,Chu,619.0,Spain,Female,41.0,8,0.0,3,Yes,Yes,79866.73,Yes,2,GOLD,998,1
7321,Titus,711.0,France,Male,38.0,3,0.0,2,Yes,No,68487.51,No,4,DIAMOND,886,0
7322,Colombo,504.0,Spain,,46.0,2,163764.84,1,Yes,Yes,165122.55,Yes,2,GOLD,461,1
7323,Yen,655.0,Spain,Male,38.0,9,0.0,1,No,Yes,90490.33,No,5,PLATINUM,544,0
7324,Obialo,630.0,France,Male,33.0,9,0.0,2,Yes,No,64804.59,No,4,PLATINUM,864,0
7325,Kemp,699.0,France,Male,32.0,3,0.0,2,Yes,Yes,,No,1,GOLD,221,0
7326,Manfrin,548.0,Spain,Male,38.0,0,178056.54,2,Yes,No,38434.73,No,5,SILVER,427,0
7327,Donnelly,705.0,Spain,Male,36.0,1,111629.29,1,Yes,Yes,21807.16,No,5,PLATINUM,812,0
7328,Ifeanacho,698.0,France,Female,51.0,6,144237.91,4,Yes,No,157143.61,Yes,4,GOLD,915,1
7329,Maclean,646.0,France,Female,73.0,6,97259.25,1,No,Yes,104719.66,No,1,PLATINUM,250,0
7330,Crawford,810.0,France,Male,32.0,9,120879.73,2,No,Yes,78896.59,No,2,PLATINUM,578,0
7331,Wallace,773.0,France,Male,45.0,8,96877.21,1,Yes,Yes,113950.51,No,4,SILVER,744,0
7332,Gordon,656.0,Spain,Male,69.0,6,163975.09,1,Yes,Yes,36108.5,No,3,SILVER,836,0
7333,Arcuri,485.0,Germany,Male,34.0,3,133658.24,1,Yes,No,70209.83,No,2,SILVER,456,0
7334,Wood,534.0,France,Male,41.0,9,0.0,2,Yes,No,13871.34,No,2,DIAMOND,222,0
7335,Watt,635.0,Spain,Male,35.0,2,113635.16,1,Yes,No,90883.12,No,1,SILVER,613,0
7336,McDonald,593.0,Germany,Female,38.0,5,85626.6,1,Yes,,125079.65,No,2,GOLD,891,0
7337,Ndubuagha,562.0,France,Female,,7,122822.0,2,No,No,32626.21,No,3,GOLD,461,0
7338,Stoneman,789.0,Germany,Male,43.0,8,119654.44,2,No,Yes,148412.24,Yes,5,PLATINUM,570,1
7339,Summers,634.0,Germany,Male,,6,116269.01,1,Yes,No,129964.94,No,1,SILVER,989,0
7340,She,714.0,Spain,Male,34.0,5,0.0,2,Yes,No,193040.32,No,3,SILVER,446,0
7341,Yuan,763.0,France,,31.0,4,0.0,2,No,No,50404.72,No,3,PLATINUM,668,0
7342,Olisaemeka,550.0,Germany,Male,29.0,9,145294.08,2,Yes,No,147484.13,No,3,SILVER,872,0
7343,Zack,772.0,Spain,Male,30.0,4,78653.05,1,Yes,No,1790.48,No,2,DIAMOND,949,0
7344,Rapuokwu,753.0,France,Male,48.0,4,0.0,2,No,Yes,146821.42,No,2,DIAMOND,933,0
7345,Isaacs,714.0,France,Male,54.0,7,126113.28,1,Yes,No,112777.38,No,3,GOLD,699,0
7346,Perkins,668.0,France,Male,38.0,10,86977.96,1,No,Yes,37094.75,No,1,DIAMOND,628,0
7347,Jen,673.0,France,Female,,5,137494.28,1,Yes,No,81753.92,No,1,SILVER,748,0
7348,Hsiao,472.0,Spain,Male,40.0,4,0.0,1,Yes,No,70154.22,No,4,DIAMOND,545,0
7349,Somadina,525.0,France,Male,51.0,10,0.0,3,Yes,No,171045.35,Yes,2,PLATINUM,242,1
7350,Gardiner,642.0,France,Male,48.0,9,118317.27,4,No,No,78702.98,Yes,1,DIAMOND,912,1
7351,Piccio,586.0,France,Male,33.0,9,0.0,1,Yes,No,6975.02,No,5,DIAMOND,871,0
7352,Chiang,786.0,Spain,Male,31.0,9,0.0,2,Yes,Yes,18210.36,No,1,SILVER,400,0
7353,Stevenson,850.0,France,Male,33.0,10,0.0,1,Yes,No,4861.72,Yes,1,SILVER,359,1
7354,Gibney,657.0,France,Male,44.0,6,76495.04,1,Yes,No,79071.89,No,4,SILVER,721,0
7355,Cox,455.0,France,Female,27.0,5,155879.09,2,No,No,70774.97,No,3,SILVER,967,0
7356,Palerma,665.0,Germany,Male,25.0,5,153611.83,2,Yes,No,35321.65,No,1,SILVER,862,0
7357,Johnson,535.0,France,Female,29.0,5,0.0,2,No,Yes,52709.55,No,2,SILVER,292,0
7358,Holloway,544.0,Spain,Male,22.0,3,66483.32,1,No,Yes,110317.39,No,2,SILVER,370,0
7359,Garcia,705.0,France,Male,25.0,3,113736.27,1,No,Yes,196864.61,No,2,PLATINUM,645,0
7360,Lu,781.0,Spain,Male,35.0,4,80790.74,1,Yes,No,,No,2,SILVER,456,0
7361,Ukaegbunam,758.0,France,Male,35.0,7,0.0,2,Yes,No,77951.84,No,3,DIAMOND,560,0
7362,Scott,594.0,France,Male,35.0,2,0.0,2,Yes,No,103480.69,No,4,DIAMOND,378,0
7363,Chinwendu,648.0,Germany,Male,33.0,7,135310.41,2,No,Yes,171668.2,No,3,DIAMOND,231,0
7364,Macleod,677.0,Germany,Male,34.0,3,126729.41,1,Yes,Yes,26106.39,Yes,3,SILVER,439,1
7365,Walker,710.0,Germany,Male,34.0,9,134260.36,2,Yes,No,147074.67,No,5,GOLD,257,0
7366,Dulhunty,650.0,Spain,Male,41.0,9,0.0,2,No,Yes,191599.67,No,4,PLATINUM,693,0
7367,Fitts,755.0,Germany,Female,45.0,7,135643.0,1,No,No,143619.52,Yes,3,PLATINUM,265,1
7368,Colombo,696.0,Germany,Female,31.0,8,122021.92,2,Yes,No,33828.64,No,3,SILVER,896,0
7369,Onwumelu,715.0,France,Female,41.0,8,56214.85,2,No,No,92982.61,Yes,4,GOLD,790,1
7370,Smith,,France,Female,36.0,2,110414.48,1,Yes,Yes,48984.95,No,3,SILVER,882,0
7371,McFarland,500.0,France,Male,56.0,1,100374.58,1,Yes,No,118490.8,Yes,4,DIAMOND,950,1
7372,Hsiung,651.0,France,Male,,4,91562.99,1,Yes,,123954.15,No,5,DIAMOND,609,0
7373,Butusov,508.0,France,Female,31.0,7,0.0,2,Yes,Yes,6123.15,No,4,GOLD,573,0
7374,Toscano,616.0,France,Male,40.0,9,0.0,2,No,No,93717.55,No,1,SILVER,752,0
7375,Kelechi,740.0,France,,37.0,5,0.0,2,Yes,Yes,27528.4,No,5,PLATINUM,798,0
7376,Y?,494.0,France,Male,30.0,3,85704.95,1,No,Yes,27886.06,No,2,PLATINUM,520,0
7377,Singleton,,Germany,Female,40.0,3,92889.91,1,Yes,Yes,109496.69,No,1,PLATINUM,451,0
7378,Clarke,533.0,Spain,Female,52.0,7,0.0,1,No,Yes,194113.99,Yes,5,DIAMOND,590,1
7379,Baresi,597.0,France,Male,,2,0.0,2,No,Yes,108645.85,No,2,PLATINUM,352,0
7380,Chibueze,680.0,Germany,Male,32.0,7,175454.0,1,No,Yes,77349.92,No,2,PLATINUM,772,0
7381,O'Sullivan,566.0,France,Male,42.0,3,108010.78,1,Yes,Yes,157486.1,No,3,GOLD,509,0
7382,L?,592.0,France,Female,38.0,8,119278.01,2,No,Yes,19370.73,No,3,GOLD,619,0
7383,O'Sullivan,751.0,Germany,Male,50.0,2,96888.39,1,Yes,No,77206.25,Yes,2,DIAMOND,756,1
7384,Calabresi,492.0,Germany,Female,38.0,8,57068.43,2,Yes,No,188974.81,No,3,PLATINUM,914,0
7385,Thurgood,738.0,Spain,Male,35.0,3,0.0,1,Yes,Yes,15650.73,No,2,DIAMOND,766,0
7386,Cattaneo,754.0,Germany,Male,27.0,7,117578.35,2,No,Yes,87908.01,No,2,DIAMOND,662,0
7387,Burbidge,498.0,Germany,Male,42.0,3,152039.7,1,Yes,Yes,53445.17,Yes,3,GOLD,790,1
7388,Chadwick,702.0,France,Male,37.0,10,150525.8,1,Yes,Yes,94728.49,No,4,DIAMOND,541,0
7389,Stelzer,610.0,France,Male,41.0,6,0.0,3,No,No,56118.81,Yes,2,PLATINUM,813,1
7390,Onodugoadiegbemma,673.0,Germany,,36.0,5,73088.06,2,No,No,196142.26,No,3,GOLD,328,0
7391,Zubareva,592.0,France,Male,42.0,1,147249.29,2,Yes,Yes,63023.02,No,2,GOLD,638,0
7392,Massie,629.0,France,Female,37.0,10,99546.25,3,No,Yes,25136.95,Yes,1,PLATINUM,878,1
7393,Beede,418.0,France,Male,35.0,7,0.0,2,Yes,Yes,88878.15,No,3,DIAMOND,530,0
7394,Rowley,496.0,Spain,Female,44.0,0,179356.28,2,Yes,No,,Yes,1,PLATINUM,326,1
7395,Ikemefuna,412.0,France,Male,29.0,5,0.0,2,No,No,12510.53,No,1,SILVER,327,0
7396,Moss,689.0,France,Male,,8,160272.27,1,Yes,No,49656.24,No,2,SILVER,729,0
7397,Castella,799.0,Spain,Male,35.0,7,0.0,2,No,Yes,140780.8,No,4,PLATINUM,695,0
7398,Colon,573.0,Spain,,46.0,3,65269.23,1,No,Yes,189988.65,Yes,4,GOLD,521,1
7399,Ikenna,599.0,Spain,Male,35.0,6,137102.65,1,No,No,76870.81,No,1,SILVER,620,0
7400,Endrizzi,603.0,Spain,Female,42.0,8,91611.12,1,No,No,144675.3,Yes,3,DIAMOND,416,1
7401,Sochima,709.0,France,Female,32.0,7,0.0,2,Yes,Yes,199418.02,No,5,GOLD,529,0
7402,Feng,541.0,France,Male,37.0,9,118636.92,1,Yes,,73551.44,No,2,GOLD,771,0
7403,Ervin,452.0,France,Female,32.0,5,0.0,2,No,Yes,75279.39,No,1,GOLD,923,0
